Unnamed: 0,atletas.posicao_id,atletas.apelido,atletas.variacao_num,atletas.preco_num,atletas.rodada_id,atletas.jogos_num,atletas.media_num,atletas.nome,atletas.clube.id.full.name,atletas.status_id,atletas.entrou_em_campo,atletas.slug,atletas.atleta_id,atletas.apelido_abreviado,atletas.clube_id,atletas.foto,atletas.pontos_num,CA,DS,FC,FF,FS,G,I,FD,SG,A,PS,FT,V,CV,DE,DP,GS,PC,PP,GC,posicao_nome,ranking_rodada,percentil_pontuacao,classificacao_desempenho,destaque_rodada
598,5,Nathan Fernandes,0.0,5.19,23,9,3.14,Nathan Ribeiro Fernandes,BOT,5,False,nathan-fernandes,124757,N. Fernandes,263,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,0.0,,3.0,3.0,1.0,5.0,1.0,2.0,3.0,,2.0,,,,,,,,,,,Atacante,0,0.0,Não Jogou,False
599,3,Jonathan Jesus,0.0,4.59,23,7,2.94,Jonathan de Jesus Alves,CRU,6,False,jonathan-jesus,124912,J. Jesus,283,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,0.0,,7.0,8.0,,1.0,,,,3.0,,,,,1.0,,,,,,,Zagueiro,0,0.0,Não Jogou,False
600,3,Viery,0.0,2.86,23,2,2.35,Viery Fernandes Santos Lopes,GRE,6,False,viery,125467,Viery,284,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,0.0,,,1.0,,,,,,1.0,,,,,,,,,,,,Zagueiro,0,0.0,Não Jogou,False
601,4,Alisson,0.0,4.0,23,0,0.0,Alisson Santana Lopes da Fonseca,CAM,6,False,alisson,125469,Alisson,282,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,0.0,,,,,,,,,,,,,,,,,,,,,Meia,0,0.0,Não Jogou,False
602,3,João Pedro,0.0,4.56,23,5,3.04,João Pedro de Sousa Rodrigues,COR,7,False,joao-pedro,125488,J. Pedro,264,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,0.0,3.0,3.0,7.0,1.0,,,,,2.0,1.0,,,,,,,,,,,Zagueiro,0,0.0,Não Jogou,False
603,4,Marcelinho,0.0,2.0,23,0,0.0,Marcelo Braz da Silva,RBB,6,False,marcelinho,126120,Marcelinho,280,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,0.0,,,,,,,,,,,,,,,,,,,,,Meia,0,0.0,Não Jogou,False
604,4,Paulinho,-0.35,3.95,23,8,0.53,Paulo Lucas Santos de Paula,VAS,6,True,paulinho,126182,Paulinho,267,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,-0.6,1.0,4.0,11.0,,5.0,,,,,,,,,,,,,,,,Meia,322,4.17,Ruim,False
605,5,Derik Lacerda,2.11,9.18,23,8,6.27,Derik Gean Severino Lacerda,SPT,7,True,derik-lacerda,126216,D. Lacerda,292,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,12.6,4.0,8.0,17.0,7.0,13.0,3.0,2.0,7.0,,,,1.0,,,,,,,,,Atacante,8,97.92,Muito Bom,True
606,4,Barreal,0.0,9.66,23,18,6.29,Álvaro Martín Barreal,SAN,6,False,barreal,126471,Barreal,277,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,0.0,1.0,34.0,15.0,10.0,14.0,5.0,4.0,6.0,,,,2.0,,,,,,,,,Meia,0,0.0,Não Jogou,False
607,6,Fernando Seabra,0.3,9.03,23,23,5.41,Fernando Seabra,RBB,7,True,fernando-seabra,126977,F. Seabra,280,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,5.45,,,,,,,,,,,,,9.0,,,,,,,,Técnico,86,74.7,Bom,False
608,4,Bahia,0.0,2.65,23,2,2.9,Luiz Gustavo Lemos Carvalho,COR,6,False,bahia,127242,Bahia,264,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,0.0,,3.0,,1.0,1.0,,,,,,,,,,,,,,,,Meia,0,0.0,Não Jogou,False
609,2,Julio Fidélis,-0.17,5.71,23,2,7.75,Julio Cesar Lima Fidelis,FLU,7,True,julio-fidelis,127932,J. Fidélis,266,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,2.7,,4.0,2.0,2.0,7.0,,,,,1.0,,,,,,,,,,,Lateral,161,51.93,Regular,False
610,4,Thiago Henrique,0.0,1.0,23,0,0.0,Thiago Henrique Gonçalves Silva,FLU,6,False,thiago-henrique,128583,T. Henrique,266,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,0.0,,,,,,,,,,,,,,,,,,,,,Meia,0,0.0,Não Jogou,False
611,4,Rayan Lucas,0.0,2.0,23,0,0.0,Rayan Lucas Marques de Souza,FLA,6,False,rayan-lucas,128590,R. Lucas,262,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,0.0,,,,,,,,,,,,,,,,,,,,,Meia,0,0.0,Não Jogou,False
612,4,Felipe Cardoso,0.0,2.21,23,3,0.97,Felipe Cardoso,VIT,6,False,felipe-cardoso,129317,F. Cardoso,287,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,0.0,,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,Meia,0,0.0,Não Jogou,False
613,5,Ruan Pablo,0.0,1.35,23,1,1.2,Ruan Pablo Barbosa Sousa,BAH,6,False,ruan-pablo,129663,R. Pablo,265,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,0.0,,,,,,,,1.0,,,,,,,,,,,,,Atacante,0,0.0,Não Jogou,False
614,1,Pablo,0.0,1.0,23,0,0.0,Pablo de Paula Cardoso,VAS,6,False,pablo,129665,Pablo,267,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,0.0,,,,,,,,,,,,,,,,,,,,,Goleiro,0,0.0,Não Jogou,False
615,4,JP,0.0,2.0,23,0,0.0,João Pedro Murilo de Paula Morais,VAS,6,False,jp,129666,JP,267,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,0.0,,,,,,,,,,,,,,,,,,,,,Meia,0,0.0,Não Jogou,False
616,1,Cristhian Loor,0.0,2.0,23,0,0.0,Cristhian Joel Loor Santamaría - Christian,BOT,6,False,cristhian-loor,129930,C. Loor,263,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,0.0,,,,,,,,,,,,,,,,,,,,,Goleiro,0,0.0,Não Jogou,False
617,4,Noriega,0.2,6.04,23,2,3.4,Erick Carlos Noriega Loret de Mola,GRE,7,True,noriega,130048,Noriega,284,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,3.3,,3.0,,1.0,3.0,,,,,,,,,,,,,,,,Meia,142,57.74,Regular,False
618,1,Léo Nannetti,0.0,1.0,23,0,0.0,Leonardo Nannetti Lopes,FLA,6,False,leo-nannetti,130189,L. Nannetti,262,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,0.0,,,,,,,,,,,,,,,,,,,,,Goleiro,0,0.0,Não Jogou,False
619,2,Carbone,0.0,2.0,23,0,0.0,João Victor Schlickmann Carbone,FLA,6,False,carbone,130190,Carbone,262,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,0.0,,,,,,,,,,,,,,,,,,,,,Lateral,0,0.0,Não Jogou,False
620,2,Leandrinho,0.0,2.0,23,0,0.0,Leandro Viana da Silva Gama,VAS,6,False,leandrinho,130254,Leandrinho,267,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,0.0,,,,,,,,,,,,,,,,,,,,,Lateral,0,0.0,Não Jogou,False
621,4,Guilherme Estrella,0.0,3.0,23,0,0.0,Guilherme Estrella de Paiva,VAS,6,False,guilherme-estrella,130255,G. Estrella,267,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,0.0,,,,,,,,,,,,,,,,,,,,,Meia,0,0.0,Não Jogou,False
622,4,Lukas Zuccarello,0.0,1.9,23,2,0.6,Lukas Rocha Zuccarello,VAS,6,False,lukas-zuccarello,130279,L. Zuccarello,267,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,0.0,,1.0,1.0,,,,,,,,,,,,,,,,,,Meia,0,0.0,Não Jogou,False
623,1,Phillipe Gabriel,0.0,1.0,23,0,0.0,Phillipe Gabriel Pires de Oliveira,VAS,6,False,phillipe-gabriel,130280,P. Gabriel,267,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,0.0,,,,,,,,,,,,,,,,,,,,,Goleiro,0,0.0,Não Jogou,False
624,5,Rafael Pinna,0.0,1.0,23,0,0.0,Rafael Oliveira Pinna,JUV,6,False,rafael-pinna,130316,R. Pinna,286,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,0.0,,,,,,,,,,,,,,,,,,,,,Atacante,0,0.0,Não Jogou,False
625,2,Maykon,0.0,4.06,23,7,3.35,Maykon Kesley de Jesus Ramalho,VIT,6,False,maykon,130319,Maykon,287,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,0.0,1.0,5.0,11.0,2.0,5.0,,,1.0,3.0,,,,,,,,,,,,Lateral,0,0.0,Não Jogou,False
626,4,Guilherme Gomes,0.0,2.0,23,0,0.0,Guilherme Henrique Bernardineli Gomes,FLA,6,False,guilherme-gomes,130382,G. Gomes,262,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,0.0,,,,,,,,,,,,,,,,,,,,,Meia,0,0.0,Não Jogou,False
627,5,Maceió,0.0,2.65,23,5,0.84,Everton Leandro de Oliveira Santos,MIR,6,False,maceio,130386,Maceió,2305,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,0.0,1.0,1.0,2.0,4.0,2.0,,1.0,1.0,,,,,,,,,,1.0,,,Atacante,0,0.0,Não Jogou,False
628,3,Luiz Gustavo,0.0,1.8,23,5,1.56,Luiz Gustavo Marinho Ribeiro dos Santos,BAH,6,False,luiz-gustavo,130393,L. Gustavo,265,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,0.0,3.0,4.0,4.0,,2.0,,,,1.0,,,,,,,,,,,,Zagueiro,0,0.0,Não Jogou,False
629,5,Marlon,0.0,1.11,23,1,0.5,Marlon Santos Teodoro,JUV,6,False,marlon,130507,Marlon,286,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,0.0,,,1.0,1.0,,,,,,,,,,,,,,,,,Atacante,0,0.0,Não Jogou,False
630,5,Riquelme Fillipi,0.0,0.92,23,1,0.0,Riquelme Fillipi Marinho de Souza,PAL,6,False,riquelme-fillipi,130608,R. Fillipi,275,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,0.0,,,,,,,,,,,,,,,,,,,,,Atacante,0,0.0,Não Jogou,False
631,5,Luighi,0.0,2.95,23,6,1.05,Luighi Hanri Sousa Santos,PAL,6,False,luighi,130612,Luighi,275,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,0.0,,4.0,5.0,,4.0,,2.0,,,,,,,,,,,,,,Atacante,0,0.0,Não Jogou,False
632,4,Edenílson,0.0,1.0,23,0,0.0,Edenílson Santos Nascimento Filho,VIT,6,False,edenilson,130620,Edenílson,287,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,0.0,,,,,,,,,,,,,,,,,,,,,Meia,0,0.0,Não Jogou,False
633,4,Bernal,-0.45,4.55,23,12,2.55,Facundo Bernal Cruz,FLU,7,True,bernal,130650,Bernal,266,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,5.6,5.0,19.0,12.0,5.0,10.0,,,4.0,,,,,,,,,,,,1.0,Meia,80,76.49,Bom,False
634,3,Boateng,0.0,1.0,23,0,0.0,Stanley Boateng Osei,RBB,6,False,boateng,130711,Boateng,280,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,0.0,,,,,,,,,,,,,,,,,,,,,Zagueiro,0,0.0,Não Jogou,False
635,2,Souza,0.0,7.37,23,11,4.86,João Victor de Souza Menezes,SAN,7,False,souza,130811,Souza,277,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,0.0,1.0,24.0,13.0,5.0,9.0,,1.0,,2.0,1.0,,,,,,,,1.0,,,Lateral,0,0.0,Não Jogou,False
636,3,Andrei,0.0,1.0,23,0,0.0,Andrei Gabriel dos Santos Ferreira,VIT,6,False,andrei,130869,Andrei,287,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,0.0,,,,,,,,,,,,,,,,,,,,,Zagueiro,0,0.0,Não Jogou,False
637,4,Riquelme,0.0,2.84,23,8,2.09,Riquelme Freitas dos Santos,GRE,6,False,riquelme,130889,Riquelme,284,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,0.0,,6.0,2.0,2.0,11.0,,,1.0,,,,,,,,,,,,,Meia,0,0.0,Não Jogou,False
638,5,Jardiel,0.0,0.84,23,3,0.17,Jardiel Maciel Libertino da Silva,GRE,6,False,jardiel,131455,Jardiel,284,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,0.0,,,,,1.0,,,,,,,,,,,,,,,,Atacante,0,0.0,Não Jogou,False
639,4,Hyan,0.0,1.19,23,2,0.7,Hyan Carvalho Machado Silva,SAN,6,False,hyan,131515,Hyan,277,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,0.0,,1.0,2.0,,1.0,,,,,,,,,,,,,,,,Meia,0,0.0,Não Jogou,False
640,2,JP Chermont,0.0,6.05,23,5,4.28,João Pedro Chermont Crema,SAN,6,False,jp-chermont,131516,J. Chermont,277,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,0.0,3.0,14.0,9.0,1.0,1.0,,2.0,,1.0,,,,,,,,,,,,Lateral,0,0.0,Não Jogou,False
641,5,André Silva,0.0,6.73,23,19,4.32,André Oliveira e Silva,SAO,5,False,andre-silva,131617,A. Silva,276,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,0.0,5.0,11.0,20.0,10.0,20.0,5.0,5.0,5.0,,2.0,,1.0,,,,,,,,,Atacante,0,0.0,Não Jogou,False
642,1,Felipe Longo,0.0,1.0,23,0,0.0,Felipe Longo Fernandes da Silva,COR,6,False,felipe-longo,131753,F. Longo,264,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,0.0,,,,,,,,,,,,,,,,,,,,,Goleiro,0,0.0,Não Jogou,False
643,3,Kevyn,0.0,1.0,23,0,0.0,Kevyn Henrique Monteiro de Souza,RBB,6,False,kevyn,131765,Kevyn,280,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,0.0,,,,,,,,,,,,,,,,,,,,,Zagueiro,0,0.0,Não Jogou,False
644,5,Serna,0.0,6.48,23,17,4.04,Kevin Steven Serna Jaramillo,FLU,6,False,serna,132071,Serna,266,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,0.0,1.0,13.0,6.0,5.0,16.0,3.0,1.0,4.0,,2.0,1.0,,,,,,,,,,Atacante,0,0.0,Não Jogou,False
645,5,Arroyo,-0.6,5.4,23,1,0.0,Keny Alexander Arroyo Alvarado,CRU,6,True,arroyo,132264,Arroyo,283,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,0.0,,,,,,,,,,,,,,,,,,,,,Atacante,278,13.99,Regular,False
646,3,Jemmes,1.0,6.3,23,21,4.52,Jemmes Bruno Ribeiro da Silva,MIR,7,True,jemmes,132553,Jemmes,2305,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,10.7,2.0,39.0,21.0,3.0,6.0,1.0,,1.0,6.0,,,,,,,,,,,,Zagueiro,20,94.35,Muito Bom,True
647,1,Davi Barbosa,0.0,1.0,23,0,0.0,Davi Barbosa da Silva Novaes,VIT,6,False,davi-barbosa,132560,D. Barbosa,287,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,0.0,,,,,,,,,,,,,,,,,,,,,Goleiro,0,0.0,Não Jogou,False
648,5,Vinicinho,-0.18,5.47,23,19,3.06,Vinicius Mendonça Pereira,RBB,6,True,vinicinho,132580,Vinicinho,280,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,0.0,2.0,18.0,14.0,6.0,32.0,,4.0,5.0,,2.0,1.0,,,,,,,,,,Atacante,278,13.99,Regular,False
649,5,Gui Negão,0.08,3.28,23,9,3.01,Guilherme William Silva Inácio,COR,3,True,gui-negao,133543,G. Negão,264,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,1.6,3.0,7.0,20.0,1.0,18.0,2.0,2.0,,,,,,,,,,,,,,Atacante,212,36.76,Regular,False
650,3,Igão,0.0,2.0,23,0,0.0,Igor Odoni Gomes,SAO,6,False,igao,133623,Igão,276,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,0.0,,,,,,,,,,,,,,,,,,,,,Zagueiro,0,0.0,Não Jogou,False
651,5,Alysson,-0.46,5.32,23,16,4.33,Alysson Edward Franco da Rocha dos Santos,GRE,7,True,alysson,133669,Alysson,284,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,1.6,1.0,25.0,11.0,7.0,33.0,,1.0,5.0,,1.0,,1.0,,,,,,,,,Atacante,212,36.76,Regular,False
652,1,Gustavo Reis,0.0,1.0,23,0,0.0,Gustavo Reis de Alcântara,RBB,6,False,gustavo-reis,133671,G. Reis,280,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,0.0,,,,,,,,,,,,,,,,,,,,,Goleiro,0,0.0,Não Jogou,False
653,4,Mateus Xavier,0.0,1.0,23,3,0.5,Mateus Xavier de Sousa,SAN,6,False,mateus-xavier,133673,M. Xavier,277,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,0.0,,1.0,,,,,,,,,,,,,,,,,,,Meia,0,0.0,Não Jogou,False
654,3,Benedetti,0.0,2.61,23,2,1.6,Luiz Gustavo Roncholeta Benedetti,PAL,6,False,benedetti,133679,Benedetti,275,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,0.0,,2.0,2.0,1.0,,,,,,,,,,,,,,,,,Zagueiro,0,0.0,Não Jogou,False
655,4,Wallace Davi,0.0,2.0,23,0,0.0,Wallace Davi Nunes da Silva Dias,FLU,6,False,wallace-davi,133696,W. Davi,266,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,0.0,,,,,,,,,,,,,,,,,,,,,Meia,0,0.0,Não Jogou,False
656,4,Yago Noal,0.0,1.14,23,2,0.6,Yago Eduardo Noal Lopes,INT,6,False,yago-noal,134246,Y. Noal,285,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,0.0,,1.0,1.0,,,,,,,,,,,,,,,,,,Meia,0,0.0,Não Jogou,False
657,4,Luis Otávio,0.0,2.36,23,11,1.7,Luis Otávio Costa de Aquino,INT,6,False,luis-otavio,136306,L. Otávio,285,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,0.0,,10.0,5.0,,8.0,,,1.0,,,,,,,,,,,,,Meia,0,0.0,Não Jogou,False
658,5,Sanabria,0.81,6.2,23,2,2.5,Mateo Naín Sanabria Doracio,BAH,7,True,sanabria,136955,Sanabria,265,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,5.0,,2.0,2.0,,3.0,,1.0,1.0,,,,,,,,,,,,,Atacante,94,72.02,Bom,False
659,5,Micael,0.0,1.0,23,0,0.0,Micael de Barros Viturino,SPT,6,False,micael,137375,Micael,292,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,0.0,,,,,,,,,,,,,,,,,,,,,Atacante,0,0.0,Não Jogou,False
660,5,Kaique Kenji,0.0,1.09,23,2,0.5,Kaique Kenji Takamura Correa,CRU,6,False,kaique-kenji,137542,K. Kenji,283,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,0.0,,,,,2.0,,,,,,,,,,,,,,,,Atacante,0,0.0,Não Jogou,False
661,3,Clayton Sampaio,0.0,4.05,23,6,2.93,Clayton Sampaio Pereira,INT,6,False,clayton-sampaio,137618,C. Sampaio,285,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,0.0,2.0,7.0,7.0,1.0,,,,2.0,1.0,,,1.0,,,,,,,,,Zagueiro,0,0.0,Não Jogou,False
662,3,Palacios,0.0,1.7,23,2,1.3,Sergio Stevan Palacios Zapata,RBB,6,False,palacios,138021,Palacios,280,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,0.0,2.0,,3.0,,1.0,,,,1.0,,,,,,,,,,,,Zagueiro,0,0.0,Não Jogou,False
663,5,Felipe Teresa,0.0,2.0,23,0,0.0,Felipe Gabriel Cunha Teresa,FLA,6,False,felipe-teresa,139000,F. Teresa,262,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,0.0,,,,,,,,,,,,,,,,,,,,,Atacante,0,0.0,Não Jogou,False
664,4,Figueiredo,0.0,2.0,23,0,0.0,Vitor dos Santos Figueiredo,PAL,5,False,figueiredo,139001,Figueiredo,275,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,0.0,,,,,,,,,,,,,,,,,,,,,Meia,0,0.0,Não Jogou,False
665,6,Filipe Luís,0.57,13.14,23,22,7.55,Filipe Luís Kasmirski,FLA,7,True,filipe-luis,139076,F. Luís,262,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,8.85,,,,,,,,,,,,,15.0,,,,,,,,Técnico,39,88.69,Bom,False
666,3,Pedro Kauã,0.0,1.0,23,0,0.0,Pedro Kauã Rodrigues Machado,INT,6,False,pedro-kaua,139200,P. Kauã,285,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,0.0,,,,,,,,,,,,,,,,,,,,,Zagueiro,0,0.0,Não Jogou,False
667,2,Kauã Prates,-0.32,3.43,23,4,3.17,Kauã Prates de Almeida,CRU,6,True,kaua-prates,139345,K. Prates,283,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,1.5,1.0,3.0,4.0,,1.0,,1.0,,2.0,,,,,,,,,,,,Lateral,216,34.52,Regular,False
668,5,Caio Maia,0.0,2.0,23,0,0.0,Caio da Silva Maia,CAM,5,False,caio-maia,139455,C. Maia,282,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,0.0,,,,,,,,,,,,,,,,,,,,,Atacante,0,0.0,Não Jogou,False
669,5,João Marcelo,0.0,3.46,23,7,1.51,João Marcelo Soares de Freitas,CAM,6,False,joao-marcelo,140364,J. Marcelo,282,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,0.0,,1.0,3.0,2.0,,,2.0,3.0,,1.0,,,,,,,,,,,Atacante,0,0.0,Não Jogou,False
670,5,Riquelme Felipe,0.27,4.08,23,4,1.12,Riquelme Felipe Silva de Almeida,FLU,6,True,riquelme-felipe,140484,R. Felipe,266,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,3.5,,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,Atacante,136,59.38,Regular,False
