Unnamed: 0,atletas.foto,atletas.clube.id.full.name,atletas.variacao_num,atletas.rodada_id,atletas.entrou_em_campo,atletas.pontos_num,atletas.slug,atletas.apelido_abreviado,atletas.posicao_id,atletas.nome,atletas.apelido,atletas.atleta_id,atletas.clube_id,atletas.status_id,atletas.preco_num,atletas.media_num,atletas.jogos_num,DE,GS,A,CA,DS,FC,FD,FF,FS,FT,G,I,PS,SG,V,CV,DP,PP,PC,GC,posicao_nome,ranking_rodada,percentil_pontuacao,classificacao_desempenho,destaque_rodada
368,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,SAO,0.42,28,True,4.6,sabino,Sabino,3,José Sabino Chagas Monteiro,Sabino,104075,276,6,6.35,4.08,22,,,,2.0,29.0,26.0,3.0,6.0,11.0,,1.0,,,7.0,,,,,1.0,,Zagueiro,95,72.11,Regular,False
369,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,PAL,0.0,28,False,0.0,carlos-miguel,C. Miguel,1,Carlos Miguel dos Santos Pereira,Carlos Miguel,104084,275,6,6.0,0.0,0,,,,,,,,,,,,,,,,,,,,,Goleiro,0,0.0,Não Jogou,False
370,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,PAL,0.74,28,True,7.0,bruno-fuchs,B. Fuchs,3,Bruno de Lara Fuchs,Bruno Fuchs,104085,275,6,8.0,4.56,16,,,,4.0,21.0,10.0,,2.0,10.0,,1.0,,,7.0,,,,,1.0,,Zagueiro,50,85.31,Bom,False
371,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,VIT,0.68,28,True,4.2,lucas-arcanjo,L. Arcanjo,1,Lucas Willians Assis Arcanjo,Lucas Arcanjo,104118,287,7,7.96,4.23,27,97.0,41.0,,2.0,,,,,3.0,,,,,6.0,,,,,,,Goleiro,105,68.99,Regular,False
372,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,VIT,0.0,28,False,0.0,fabri,Fabri,5,Fabrício do Rosário dos Santos,Fabri,104134,287,5,3.87,1.93,16,,,1.0,,12.0,17.0,3.0,8.0,8.0,,,,,,,,,,1.0,,Atacante,0,0.0,Não Jogou,False
373,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,BOT,0.0,28,False,0.0,raul,Raul,1,Raul Jonas Steffens,Raul,104191,263,6,2.0,0.0,0,,,,,,,,,,,,,,,,,,,,,Goleiro,0,0.0,Não Jogou,False
374,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,MIR,0.0,28,False,0.0,edson-carioca,E. Carioca,5,Edson Guilherme Mendes dos Santos,Edson Carioca,104204,2305,5,6.69,4.54,20,,,2.0,1.0,20.0,27.0,6.0,16.0,16.0,,4.0,2.0,,,,,,,,,Atacante,0,0.0,Não Jogou,False
375,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,GRE,0.0,28,False,0.0,joao-lucas,J. Lucas,2,João Lucas de Almeida Carvalho,João Lucas,104257,284,6,5.2,2.43,3,,,,1.0,6.0,4.0,,,1.0,,,,,,,,,,,,Lateral,0,0.0,Não Jogou,False
376,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,SPT,0.0,28,False,0.0,hereda,Hereda,2,Diogo Hereda da Silva,Hereda,104271,292,5,5.91,4.79,11,,,1.0,1.0,17.0,12.0,2.0,7.0,18.0,,,2.0,,2.0,,,,,,,Lateral,0,0.0,Não Jogou,False
377,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,VIT,0.01,28,True,-1.1,dudu,Dudu,4,Eduardo Marcelo Rodrigues Nunes,Dudu,104330,287,3,0.65,-1.35,4,,,,2.0,2.0,8.0,1.0,1.0,,,,,,,,2.0,,,,,Meia,328,2.97,Ruim,False
378,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,CRU,0.28,28,True,2.4,christian,Christian,4,Christian Roberto Alves Cardoso,Christian,104502,283,7,7.02,4.07,22,,,2.0,7.0,25.0,34.0,6.0,13.0,37.0,,3.0,5.0,,,,,,,,,Meia,161,52.08,Regular,False
379,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,GRE,0.0,28,False,0.0,camilo,Camilo,4,Camilo Reijers de Oliveira,Camilo,104519,284,6,3.6,1.84,12,,,,,17.0,15.0,,2.0,1.0,,,,,,,,,,1.0,,Meia,0,0.0,Não Jogou,False
380,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,CEA,0.16,28,True,2.9,vinicius-zanocelo,V. Zanocelo,4,Vinícius Nelson de Souza Zanocelo,Vinícius Zanocelo,104521,354,6,4.2,1.15,4,,,,,3.0,8.0,1.0,1.0,1.0,,,,,,,,,,,,Meia,144,57.27,Regular,False
381,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,RBB,0.0,28,False,0.0,fabricio,Fabrício,1,Fabrício Oliveira de Souza,Fabrício,104588,280,6,2.0,0.0,0,,,,,,,,,,,,,,,,,,,,,Goleiro,0,0.0,Não Jogou,False
382,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,MIR,0.0,28,False,0.0,matheus-bianqui,M. Bianqui,4,Matheus Henrique Bianqui,Matheus Bianqui,104640,2305,6,3.34,1.31,12,,,,1.0,6.0,7.0,2.0,5.0,1.0,1.0,,,,,,,,,,,Meia,0,0.0,Não Jogou,False
383,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,FOR,-0.48,28,True,2.0,moises,Moisés,5,Moisés Vieira da Veiga,Moisés,104666,356,6,11.01,3.15,4,,,1.0,1.0,2.0,1.0,2.0,4.0,1.0,,,2.0,,,,,,,,,Atacante,175,47.03,Regular,False
384,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,BOT,0.0,28,False,0.0,newton,Newton,4,Newton Araújo da Costa Júnior,Newton,104693,263,7,4.16,3.27,14,,,,3.0,20.0,24.0,4.0,6.0,5.0,2.0,1.0,1.0,,,,,,,,,Meia,0,0.0,Não Jogou,False
385,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,SAN,0.72,28,True,7.44,juan-vojvoda,J. Vojvoda,6,Juan Pablo Vojvoda Rizzo,Juan Vojvoda,104754,277,7,10.81,5.37,19,,,,,,,,,,,,,,,4.0,,,,,,Técnico,45,86.94,Bom,False
386,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,SAO,0.0,28,False,0.0,enzo-diaz,E. Díaz,2,Enzo Hernán Díaz,Enzo Díaz,104758,276,6,10.05,6.16,23,,,5.0,7.0,53.0,41.0,1.0,7.0,29.0,1.0,,1.0,,7.0,,,,,3.0,,Lateral,0,0.0,Não Jogou,False
387,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,BAH,0.94,28,True,7.8,acevedo,Acevedo,4,Nicolás Brian Acevedo Tabárez,Acevedo,104783,265,7,5.59,2.96,20,,,1.0,3.0,34.0,21.0,5.0,2.0,10.0,,,,,,,,,,,,Meia,38,88.72,Bom,False
388,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,GRE,0.0,28,False,0.0,jorge-meurer,J. Meurer,1,Jorge Meurer Bartholdy,Jorge Meurer,104933,284,6,2.0,0.0,0,,,,,,,,,,,,,,,,,,,,,Goleiro,0,0.0,Não Jogou,False
389,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,GRE,1.38,28,True,8.9,wagner-leonardo,W. Leonardo,3,Wagner Leonardo Calvelo de Souza,Wagner Leonardo,104994,284,6,7.06,2.9,23,,,1.0,2.0,23.0,15.0,5.0,1.0,5.0,,,1.0,,5.0,,,,,,,Zagueiro,30,91.25,Bom,True
390,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,CRU,0.0,28,False,0.0,joao-marcelo,J. Marcelo,3,João Marcelo Messias Ferreira,João Marcelo,105047,283,6,5.91,0.6,2,,,,,1.0,1.0,,,,,,,,,,,,,,,Zagueiro,0,0.0,Não Jogou,False
391,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,CAM,-0.37,28,True,-1.3,reinier,Reinier,4,Reinier Jesus Carvalho,Reinier,105068,282,6,3.66,1.66,7,,,,2.0,5.0,4.0,1.0,2.0,3.0,1.0,,,,,,,,,,,Meia,330,2.08,Ruim,False
392,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,SAN,0.0,28,False,0.0,alexis-duarte,A. Duarte,3,Alexis David Duarte Pereira,Alexis Duarte,105114,277,6,6.71,3.0,3,,,,,5.0,4.0,1.0,,3.0,,,,,,,,,,,,Zagueiro,0,0.0,Não Jogou,False
393,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,PAL,0.0,28,False,0.0,khellven,Khellven,2,Khellven Douglas Silva Oliveira,Khellven,105175,275,6,6.45,3.4,5,,,,,5.0,10.0,,,5.0,,,,,2.0,,,,,,,Lateral,0,0.0,Não Jogou,False
394,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,RBB,0.0,28,False,0.0,sant-anna,Sant'Anna,2,Ariel Agustín Sant'Anna Quintero,Sant'Anna,105213,280,6,5.06,2.4,9,,,,3.0,8.0,8.0,1.0,6.0,2.0,1.0,,1.0,,1.0,,,,,,,Lateral,0,0.0,Não Jogou,False
395,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,BOT,0.29,28,True,3.5,santiago-rodriguez,S. Rodríguez,4,Santiago Mariano Rodríguez Molina,Santiago Rodríguez,105214,263,7,6.32,4.06,17,,,2.0,4.0,20.0,11.0,4.0,7.0,20.0,,2.0,1.0,,,,,,,,,Meia,123,63.06,Regular,False
396,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,FOR,-0.12,28,True,4.4,gaston-avila,G. Ávila,3,Gastón Luciano Ávila,Gastón Ávila,105258,356,3,8.61,4.38,16,,,,3.0,33.0,13.0,4.0,4.0,11.0,,,1.0,,3.0,,,,,1.0,,Zagueiro,99,70.77,Regular,False
397,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,SAO,0.0,28,False,0.0,ferraresi,Ferraresi,3,Nahuel Adolfo Ferraresi Hernández,Ferraresi,105300,276,7,9.01,6.78,17,,,3.0,2.0,51.0,21.0,,2.0,17.0,,,1.0,,5.0,,,,,,1.0,Zagueiro,0,0.0,Não Jogou,False
398,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,CEA,0.0,28,False,0.0,lucas-lima,L. Lima,4,Lucas Eduardo Lima da Silva,Lucas Lima,105337,354,6,2.56,0.95,10,,,,,5.0,1.0,,1.0,3.0,,,,,,,,,,,,Meia,0,0.0,Não Jogou,False
399,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,BAH,-0.03,28,True,1.2,gabriel-xavier,G. Xavier,3,Gabriel Lheman Xavier - Lhman,Gabriel Xavier,105373,265,7,5.18,2.26,9,,,,3.0,6.0,16.0,,2.0,5.0,,,,,3.0,,,,,,,Zagueiro,213,36.05,Regular,False
400,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,FLA,0.66,28,True,5.0,carrascal,Carrascal,4,Jorge Andrés Carrascal Guardo,Carrascal,105436,262,2,9.43,5.52,8,,,4.0,2.0,9.0,10.0,,2.0,12.0,,1.0,,,,,,,,,,Meia,82,75.67,Bom,False
401,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,COR,0.0,28,False,0.0,matheus-bidu,M. Bidu,2,Matheus Lima Beltrão Oliveira Valin,Matheus Bidu,105531,264,7,10.17,5.9,18,,,2.0,6.0,27.0,14.0,3.0,7.0,42.0,,,4.0,1.0,7.0,,,,,,,Lateral,0,0.0,Não Jogou,False
402,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,GRE,2.43,28,True,17.2,carlos-vinicius,C. Vinícius,5,Carlos Vinícius Alves Morais,Carlos Vinícius,105563,284,7,10.46,5.56,5,,,,1.0,1.0,7.0,2.0,1.0,11.0,,3.0,3.0,,,,1.0,,,,,Atacante,3,99.41,Excelente,True
403,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,FOR,-0.38,28,True,-0.7,lucero,Lucero,5,Juan Martín Lucero,Lucero,105568,356,7,7.02,2.72,22,,,1.0,5.0,16.0,31.0,8.0,9.0,12.0,1.0,3.0,8.0,,,,,,1.0,,,Atacante,321,4.9,Ruim,False
404,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,VAS,-0.23,28,True,4.7,lucas-piton,L. Piton,2,Lucas Piton Crivellaro,Lucas Piton,105584,267,7,8.1,4.45,19,,,6.0,4.0,21.0,29.0,1.0,4.0,7.0,,1.0,1.0,,4.0,,,,,,,Lateral,87,73.44,Regular,False
405,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,MIR,0.0,28,False,0.0,roni,Roni,4,Roni Medeiros de Moura,Roni,105585,2305,6,1.55,0.14,7,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,Meia,0,0.0,Não Jogou,False
406,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,PAL,-0.71,28,True,5.4,mauricio,Maurício,4,Maurício Magalhães Prado,Maurício,105647,275,6,9.37,4.4,19,,,6.0,,9.0,12.0,5.0,10.0,12.0,,3.0,5.0,,,,,,,,,Meia,75,77.74,Bom,False
407,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,COR,0.0,28,False,0.0,talles-magno,T. Magno,5,Talles Magno Bacelar Martins,Talles Magno,105786,264,6,5.83,2.8,21,,,1.0,2.0,14.0,21.0,6.0,10.0,31.0,1.0,1.0,9.0,,,,,,,,,Atacante,0,0.0,Não Jogou,False
408,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,JUV,0.0,28,False,0.0,luan-freitas,L. Freitas,3,Luan de Freitas Molarinho Chagas,Luan Freitas,105807,286,5,5.47,3.5,5,,,,,7.0,3.0,,3.0,1.0,,,,,1.0,,,,,,,Zagueiro,0,0.0,Não Jogou,False
409,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,VIT,-0.63,28,True,1.2,edu,Edu,3,Lucas Eduardo Ribeiro de Souza,Edu,105842,287,7,4.73,3.45,14,,,,,13.0,6.0,1.0,3.0,4.0,,,,,5.0,,,,,,,Zagueiro,213,36.05,Regular,False
410,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,CEA,0.0,28,False,0.0,matheus-araujo,M. Araújo,4,Matheus de Araújo Andrade,Matheus Araújo,105845,354,6,5.34,2.4,8,,,1.0,,2.0,1.0,1.0,1.0,3.0,,1.0,,,,,,,,,,Meia,0,0.0,Não Jogou,False
411,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,FOR,0.0,28,False,0.0,allanzinho,Allanzinho,5,Allan Victor Oliveira Mota,Allanzinho,105900,356,6,4.29,2.69,7,,,2.0,1.0,2.0,5.0,,3.0,10.0,,,1.0,1.0,,,,,,,,Atacante,0,0.0,Não Jogou,False
412,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,MIR,0.0,28,False,0.0,jose-aldo,J. Aldo,4,José Aldo Soares de Oliveira Filho,José Aldo,105903,2305,6,3.22,1.93,21,,,,3.0,21.0,24.0,6.0,7.0,13.0,,,1.0,,,,,,,,,Meia,0,0.0,Não Jogou,False
413,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,INT,0.0,28,False,0.0,rochet,Rochet,1,Sergio Ramón Rochet Álvarez,Rochet,105949,285,5,8.51,4.01,11,37.0,15.0,,,,,,,2.0,,,,,2.0,,,,,,,Goleiro,0,0.0,Não Jogou,False
414,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,BAH,0.0,28,False,0.0,santiago-mingo,S. Mingo,3,Santiago Martín Ramos Mingo,Santiago Mingo,105990,265,5,4.43,2.79,23,,,,4.0,18.0,23.0,,7.0,16.0,,,2.0,,7.0,,,,,,,Zagueiro,0,0.0,Não Jogou,False
415,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,JUV,0.0,28,False,0.0,ewerthon,Ewerthon,2,Ewerthon Diógenes da Silva,Ewerthon,106082,286,6,6.44,3.23,14,,,,2.0,22.0,8.0,2.0,6.0,9.0,,,1.0,,1.0,,,,,,,Lateral,0,0.0,Não Jogou,False
416,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,JUV,-0.17,28,True,1.45,thiago-carpini,T. Carpini,6,Thiago Carpini Barbosa,Thiago Carpini,106147,286,7,6.53,3.95,21,,,,,,,,,,,,,,,4.0,,,,,,Técnico,210,37.98,Regular,False
417,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,RBB,0.19,28,True,4.1,lucao,Lucão,1,Lucas Alexandre Galdino de Azevedo,Lucão,106160,280,6,7.34,5.7,4,21.0,9.0,,1.0,,,,,1.0,,,,,1.0,,,,,,,Goleiro,108,67.95,Regular,False
418,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,INT,-0.64,28,True,2.0,bruno-gomes,B. Gomes,2,Bruno Gomes da Silva Clevelário,Bruno Gomes,106202,285,6,6.76,3.63,3,,,,,3.0,2.0,1.0,1.0,,,,,,1.0,,,,,,,Lateral,175,47.03,Regular,False
419,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,SAO,-0.35,28,True,2.3,marcos-antonio,M. Antônio,4,Marcos Antônio Silva Santos,Marcos Antônio,106294,276,7,4.02,2.05,20,,,3.0,4.0,13.0,20.0,1.0,5.0,23.0,,,,,,,,,,,,Meia,165,51.04,Regular,False
420,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,BAH,0.0,28,False,0.0,caio-alexandre,C. Alexandre,4,Caio Alexandre Souza e Silva,Caio Alexandre,106323,265,5,5.13,2.4,16,,,1.0,4.0,18.0,28.0,1.0,5.0,27.0,,,,,,,,,,,,Meia,0,0.0,Não Jogou,False
421,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,RBB,0.0,28,False,0.0,eduardo-santos,E. Santos,3,Eduardo Gonzaga Mendes Santos,Eduardo Santos,106434,280,5,8.19,5.1,7,,,,,10.0,1.0,,,2.0,,,,,4.0,,,,,,,Zagueiro,0,0.0,Não Jogou,False
422,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,CRU,-0.38,28,True,-0.4,villalba,Villalba,3,Lucas Hernán Villalba,Villalba,106593,283,7,7.56,5.09,24,,,,7.0,28.0,18.0,3.0,5.0,16.0,3.0,1.0,,,12.0,,,,,,,Zagueiro,312,6.97,Ruim,False
423,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,SPT,0.0,28,False,0.0,leo-pereira,L. Pereira,5,Leonardo Augusto dos Santos Pereira,Léo Pereira,106681,292,6,4.1,2.6,15,,,1.0,,12.0,11.0,4.0,5.0,24.0,,,4.0,,,,,,,1.0,,Atacante,0,0.0,Não Jogou,False
424,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,JUV,1.15,28,True,7.7,igor-formiga,I. Formiga,2,Igor Marques Paciência Cardoso,Igor Formiga,106708,286,6,8.81,6.13,7,,,,,17.0,4.0,1.0,3.0,4.0,,1.0,,,1.0,,,,,,,Lateral,41,87.83,Bom,False
425,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,BAH,-0.83,28,True,2.8,rodrigo-nestor,R. Nestor,4,Rodrigo Nestor Bertalia,Rodrigo Nestor,106822,265,2,6.66,3.82,14,,,,3.0,13.0,9.0,3.0,4.0,12.0,1.0,3.0,1.0,,,,,,,,,Meia,147,56.53,Regular,False
426,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,SAO,-0.48,28,True,0.5,patryck,Patryck,2,Patryck Lanza dos Reis,Patryck,106829,276,7,5.13,2.7,4,,,,1.0,1.0,3.0,1.0,5.0,2.0,,,,,1.0,,,,,,,Lateral,249,25.07,Regular,False
427,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,CEA,-0.11,28,True,0.0,paulo-baya,P. Baya,5,Paulo Henrique Silva Ribeiro,Paulo Baya,106918,354,6,4.09,2.41,11,,,1.0,,3.0,1.0,5.0,3.0,2.0,,1.0,1.0,,,,,,,,,Atacante,273,15.73,Regular,False
428,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,BAH,0.0,28,False,0.0,luciano-juba,L. Juba,2,Luciano Batista da Silva Júnior,Luciano Juba,107093,265,5,8.74,5.66,24,,,3.0,3.0,23.0,16.0,3.0,9.0,7.0,,5.0,1.0,,8.0,,,,,,,Lateral,0,0.0,Não Jogou,False
429,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,BOT,-0.11,28,True,0.5,jeffinho,Jeffinho,5,Jefferson Ruan Pereira dos Santos,Jeffinho,107170,263,6,4.63,3.47,10,,,2.0,,8.0,5.0,2.0,1.0,6.0,,1.0,,,,,,,,,,Atacante,249,25.07,Regular,False
430,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,BAH,0.33,28,True,2.0,michel-araujo,M. Araújo,4,Michel Daryl Araújo Villar,Michel Araújo,107173,265,2,5.87,2.92,17,,,,1.0,9.0,13.0,2.0,4.0,7.0,,4.0,1.0,,,,,,,,,Meia,175,47.03,Regular,False
431,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,INT,-0.54,28,True,0.2,bruno-tabata,B. Tabata,4,Bruno Vinícius Souza Ramos,Bruno Tabata,107174,285,6,6.08,3.88,20,,,1.0,4.0,19.0,15.0,7.0,9.0,20.0,1.0,3.0,2.0,,,,,,,,,Meia,262,21.51,Regular,False
432,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,COR,0.0,28,False,0.0,matheus-donelli,M. Donelli,1,Matheus Planelles Donelli,Matheus Donelli,107179,264,6,4.42,3.08,5,13.0,6.0,,1.0,,,,,1.0,,,,,1.0,,,,,,,Goleiro,0,0.0,Não Jogou,False
433,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,BOT,-1.08,28,True,-1.7,leo-linck,L. Linck,1,Leonardo Matias Baiersdorf Linck,Léo Linck,107183,263,7,5.5,2.74,7,14.0,8.0,,1.0,,,,,,,,,,2.0,,,,,,,Goleiro,334,1.19,Ruim,False
434,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,FOR,0.0,28,False,0.0,magrao,Magrão,1,Audenirton Soares da Silva,Magrão,107221,356,6,3.44,2.9,2,6.0,2.0,,,,,,,,,,,,,,,,,,,Goleiro,0,0.0,Não Jogou,False
435,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,BOT,0.0,28,False,0.0,danilo,Danilo,4,Danilo dos Santos de Oliveira,Danilo,107231,263,5,7.36,2.3,6,,,,1.0,3.0,2.0,,3.0,1.0,,1.0,,,,,,,,,,Meia,0,0.0,Não Jogou,False
436,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,RBB,0.28,28,True,5.2,vanderlan,Vanderlan,2,Vanderlan Barbosa da Silva,Vanderlan,107236,280,7,5.88,3.63,12,,,1.0,1.0,22.0,18.0,1.0,3.0,7.0,,,1.0,,1.0,,,,,,,Lateral,78,77.0,Bom,False
